TABLE_NAME,COLUMN_NAME,NEW_DATA_TYPE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,BUSINESS NAME,DESCRIPTION
DC,DC000,varchar(64),varchar,64,HHDC Beneficiary ID,Beneficiary ID defined and maintained by HHDC
DC,DC000A,varchar(64),varchar,64,HHDC Beneficiary Hash ID,Hash of all of the data elements used for member matching
DC,DC001,char(6),char,6,Submitter,Submitter ID. Report the SHPDA defined and maintained unique identifier. This must match the Submitter ID reported in HD002.
DC,DC002,int,int,,Health Plan ID,"CMS Health Plan ID (HPID). Do not report any value here until HPID is fully implemented. This is a unique identifier as outlined by the Centers for Medicare and Medicaid Services (CMS) for Plans or Sub plans. When implemented, this must match the CMS Health Plan ID reported in HD003."
DC,DC003,char(2),char,2,Insurance Type Code / Product,"Insurance Type / Product Identification Code. Report the code that defines the type of insurance under which this Member's claim line was processed.

EXAMPLE: 17 = Dental Maintenance Organization.

"
DC,DC004,varchar(35),varchar,35,Payer Claim Control Number,Payer Claim Control Number. Report the unique identifier used internally by the Reporter to track the claim. This number must apply to the entire claim.
DC,DC005,varchar(4),varchar,4,Line Counter,Service Line Number. Report the line number for this service within the claim. The Line Counter begins with 1 and is incremented by 1 for each additional service line of a claim. Do not start with 0 or include alphas or special characters.
DC,DC005A,varchar(4),varchar,4,Version Number,Line Version Number. Report the version number of this claim service line. The version number begins with 0 and is incremented by 1 for each subsequent version of that service line.
DC,DC006,varchar(30),varchar,30,Insured Group or Policy Number,Insured Group / Policy Number. Report the insured group or policy number associated with the group who has purchased the insurance. Do not report the number that uniquely identifies the Subscriber or Member.
DC,DC007,int,int,,Subscriber SSN,Subscriber's Social Security Number. Report the Subscriber's 9-digit SSN here. Do not use hyphen.
DC,DC008,varchar(30),varchar,30,Plan Specific Contract Number,Plan Specific Contract Number. Report the Reporter-assigned contract number for the Subscriber. Do not include values in this element that will distinguish one Member of the family from another. This should be the contract number for the Subscriber and all of the dependents.
DC,DC009,varchar(20),varchar,20,Member Suffix or Sequence Number,Member's Sequence Number. Report the unique number of the Member within the contract.
DC,DC010,int,int,,Member SSN,Member's Social Security Number. Report the Member's 9-digit SSN. Do not use hyphen.
DC,DC011,char(2),char,2,Individual Relationship Code,Individual Relationship Code. Report the value that defines the Member's relationship to the Subscriber.
DC,DC012,char(1),char,1,Member Gender,"Member's Gender. Report the Member's gender as found on the claim in alpha format.
EXAMPLE: F = Female."
DC,DC013,int,int,,Member Date of Birth,Member's Date of Birth. Report the date of birth of the Member in CCYYMMDD format.
DC,DC014,varchar(50),varchar,50,Filler,Filler. SHPDA reserves this field for future use. Do not populate with any data.
DC,DC015,char(2),char,2,Member State,Member's State / Province. Report the State of the Member's residence using the two-character abbreviation as defined by the United States Postal Service. 
DC,DC016,varchar(9),varchar,9,Member Zip Code,Member's Zip Code. Report the 5- or 9-digit Zip Code of the Member's residence as defined by the United States Postal Service. When submitting the 9-digit Zip Code do not include hyphen. 
DC,DC017,int,int,,Date Service Approved (AP Date),"Date Service Approved by Payer. Report the date that the payer approved this claim line for payment in CCYYMMDD format. This element was designed to capture date other than the Paid Date. If Approved Date and Paid Date are the same, then the date here should match Paid Date reported in DC045."
DC,DC018,varchar(30),varchar,30,Service Provider Number,"Service Provider's Identification Number. Report the Reporter assigned, unique Service Provider identification number used internally by the Reporter."
DC,DC019,int,int,,Service Provider Tax ID Number,Service Provider's EIN / Federal Tax ID Number. Report the EIN / Federal Tax ID of the Service Provider. Do not use hyphen or alpha prefix.
DC,DC020,int,int,,Service Provider NPI,Service Provider's National Provider Identifier. Report the National Provider Identifier (NPI) of the Service Provider. 
DC,DC021,int,int,,Service Provider Entity Type Qualifier,"Service Provider's Entity Type Qualifier Code. Report the value that defines the provider entity type. Individuals should be identified with a 1; facilities, professional groups, and clinic sites should all be identified with a 2.
EXAMPLE: 1 = Person.
"
DC,DC022,varchar(25),varchar,25,Service Provider First Name,"Service Provider's First Name. Report the Service Provider's first name. If the Service Provider is a facility or organization, do not report any value here. First name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ʻokinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC023,varchar(25),varchar,25,Service Provider Middle Name,"Service Provider's Middle Name or Initial. Report the Service Provider's middle name or initial. If the Service Provider is a facility or organization, do not report any value here. If Service Provider's middle name is available, report middle name. Middle name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ʻokinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC024,varchar(60),varchar,60,Service Provider Last Name or Organization Name,"Service Provider's Last Name or Organization Name. Report the name of the organization or the Service Provider's last name. DC021 determines if an Organization or Service Provider's name is reported here. Last name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ʻokinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC025,varchar(50),varchar,50,Filler,Filler. SHPDA reserves this field for future use. Do not populate with any data.
DC,DC025A,int,int,,Service Provider Suffix,"Service Provider's Name Suffix. Report the Service Provider's name-suffix when applicable here. Used to capture the generation of the individual clinician (e.g., Jr. Sr., III). Do not report degree acronyms here.

EXAMPLE: 4 = Jr."
DC,DC026,varchar(10),varchar,10,Service Provider Taxonomy,"Service Provider's Taxonomy Code. Report the taxonomy code that defines this provider for this line of service. Taxonomy values allow for the reporting of hygienists, assistants and laboratory technicians, where applicable, as well as Dentists, Orthodontists, etc. "
DC,DC027,varchar(30),varchar,30,Service Provider City Name,Service Provider's City Name. Report the city name of the Service Provider's practice location.
DC,DC028,char(2),char,2,Service Provider State,Service Provider's State / Province. Report the State of the Service Provider's practice location as location using the two-character abbreviation as defined by the United States Postal Service. 
DC,DC029,varchar(9),varchar,9,Service Provider Zip Code,Service Provider's Zip Code. Report the 5- or 9-digit Zip Code of the Service Provider's practice location as defined by the United States Postal Service. When submitting the 9-digit Zip Code do not include hyphen. 
DC,DC030,int,int,,Facility Type - Professional,Place of Service Code. Report the Place of Service Code that defines the location code where services were performed by the provider referenced on the claim. 
DC,DC031,int,int,,Claim Status,"Claim Line Status Code. Report the Claim Status Code that defines the payment status of this claim line.
EXAMPLE: 01 = Processed as Primary."
DC,DC032,varchar(5),varchar,5,CDT Code,Code on Dental Procedures and Nomenclature (CDT) Code. Report the Code on Dental Procedures and Nomenclature here. 
DC,DC033,char(2),char,2,Procedure Modifier - 1,Procedure Code Modifier. Report a valid Procedure modifier when a modifier clarifies / improves the reporting accuracy of the associated procedure code (DC032). 
DC,DC034,char(2),char,2,Procedure Modifier - 2,Procedure Code Modifier. Report a valid Procedure modifier when a modifier clarifies / improves the reporting accuracy of the associated procedure code (DC032). 
DC,DC034A,char(2),char,2,Procedure Modifier - 3,Procedure Code Modifier. Report a valid Procedure modifier when a modifier clarifies / improves the reporting accuracy of the associated procedure code (DC032). 
DC,DC034B,char(2),char,2,Procedure Modifier - 4,Procedure Code Modifier. Report a valid Procedure modifier when a modifier clarifies / improves the reporting accuracy of the associated procedure code (DC032). 
DC,DC035,int,int,,Date of Service - From,Date of Service - From. Report the first date of service for the claim line in CCYYMMDD format.
DC,DC036,int,int,,Date of Service - Thru,Date of Service - Thru. Report the last date of service for the claim line in CCYYMMDD format. This equals DC035 when a single date of service is reported.
DC,DC037,varchar(10),varchar,10,Charge Amount,"Total Charges for the Claim Line. Report the total amount the provider billed the insurance carrier for this claim line service. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC038,varchar(10),varchar,10,Paid Amount,"Total Paid for the Claim Line. Report the total amount paid for the claim line. Report 0 if line is paid as part of another procedure / claim line. Do not report any value if the line is denied. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC039,varchar(10),varchar,10,Copay Amount,"Member Copay Amount. Report the Copay amount that the Member is responsible to pay. Copay is a preset, fixed amount for this claim line service that the Member is responsible to pay. Report 0 if no Copay applies. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC040,varchar(10),varchar,10,Coinsurance Amount,"Member Coinsurance Amount. Report the Coinsurance amount that the Member is responsible to pay. Coinsurance is a calculated percentage amount for this claim line service that the Member is responsible to pay. Report 0 if no Coinsurance applies. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC041,varchar(10),varchar,10,Deductible Amount,"Member Deductible Amount. Report the Deductible amount that the Member is responsible to pay. Deductible is a preset, fixed amount for this claim line service that the Member is responsible to pay. Report 0 if no Deductible applies to service. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC042,varchar(50),varchar,50,Filler,Filler. SHPDA reserves this field for future use. Do not populate with any data.
DC,DC043,varchar(50),varchar,50,Filler,Filler. SHPDA reserves this field for future use. Do not populate with any data.
DC,DC044,int,int,,Billing Provider Tax ID Number,Billing Provider's EIN / Federal Tax ID Number. Report the EIN / Federal Tax ID of the Billing Provider. Do not use hyphen or alpha prefix.
DC,DC045,int,int,,Paid Date,Paid Date of the Claim Line. Report the date that appears on the check and / or remit and/or explanation of benefits and corresponds to any and all types of payment in CCYYMMDD format. This can be the same date as AP Date (DC017).
DC,DC046,varchar(10),varchar,10,Allowed Amount,"Allowed Amount. Report the maximum amount contractually allowed, and that a carrier will pay to a provider for a particular procedure or service. This will vary by provider contract and most often it is less than or equal to the fee charged by the provider. Report 0 when the claim line is denied. Do not code decimal or round up / down to whole dollars. Code zero cents (00) when applicable.

EXAMPLE: 100.00 is reported as 10000; 100.50 is reported as 10050."
DC,DC047,varchar(2),varchar,2,Tooth Number/Letter,Tooth Number or Letter Identification. Report the Tooth Number or Letter Identification when DC032 is within the given range. This should be in accordance with the Universal National Tooth Designation System. 
DC,DC048,int,int,,Dental Quadrant - 1,"Dental Quadrant. Report the fifth standard Dental Quadrant identifier. Provides further detail on procedure(s). 
EXAMPLE: 00 = Entire Oral Cavity"
DC,DC048A,int,int,,Dental Quadrant - 2,"Dental Quadrant. Report the fifth standard Dental Quadrant identifier. Provides further detail on procedure(s). 
EXAMPLE: 00 = Entire Oral Cavity"
DC,DC048B,int,int,,Dental Quadrant - 3,"Dental Quadrant. Report the fifth standard Dental Quadrant identifier. Provides further detail on procedure(s). 
EXAMPLE: 00 = Entire Oral Cavity"
DC,DC048C,int,int,,Dental Quadrant - 4,"Dental Quadrant. Report the fifth standard Dental Quadrant identifier. Provides further detail on procedure(s). 
EXAMPLE: 00 = Entire Oral Cavity"
DC,DC048D,int,int,,Dental Quadrant - 5,"Dental Quadrant. Report the fifth standard Dental Quadrant identifier. Provides further detail on procedure(s). 
EXAMPLE: 00 = Entire Oral Cavity"
DC,DC049,char(1),char,1,Tooth Surface Code - 1,"Tooth Surface Code. Report the fifth Tooth Surface Code that this service relates to. 
EXAMPLE: D = Distal"
DC,DC049A,char(1),char,1,Tooth Surface Code - 2,"Tooth Surface Code. Report the fifth Tooth Surface Code that this service relates to. 
EXAMPLE: D = Distal"
DC,DC049B,char(1),char,1,Tooth Surface Code - 3,"Tooth Surface Code. Report the fifth Tooth Surface Code that this service relates to. 
EXAMPLE: D = Distal"
DC,DC049C,char(1),char,1,Tooth Surface Code - 4,"Tooth Surface Code. Report the fifth Tooth Surface Code that this service relates to. 
EXAMPLE: D = Distal"
DC,DC049D,char(1),char,1,Tooth Surface Code - 5,"Tooth Surface Code. Report the fifth Tooth Surface Code that this service relates to. 
EXAMPLE: D = Distal"
DC,DC050,varchar(60),varchar,60,Subscriber Last Name,"Subscriber’s Last Name. Report the Subscriber’s last name. Last name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC051,varchar(35),varchar,35,Subscriber First Name,"Subscriber’s First Name. Report the Subscriber’s first name. First name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC052,varchar(25),varchar,25,Subscriber Middle Name,"Subscriber’s Middle Name or Initial. Report the Subscriber’s middle name or initial. If Subscriber’s middle name is available, report middle name. Middle name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC053,varchar(60),varchar,60,Member Last Name,"Member’s Last Name. Report the Member’s last name. Last name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC054,varchar(40),varchar,40,Member First Name,"Member’s First Name. Report the Member’s first name. First name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC055,varchar(25),varchar,25,Member Middle Name,"Member’s Middle Name or Initial. Report the Member’s middle name or initial. If Member’s middle name is available, report middle name. Middle name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ‘okinas, and kahakōs, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
DC,DC056,varchar(50),varchar,50,Carrier Specific Unique Member ID,Member's Unique ID. Report the identifier the Reporter uses internally to uniquely identify the Member.
DC,DC057,varchar(50),varchar,50,Carrier Specific Unique Subscriber ID,Subscriber's Unique ID. Report the identifier the Reporter uses internally to uniquely identify the Subscriber.
DC,DC058,varchar(50),varchar,50,Filler,Filler. SHPDA reserves this field for future use. Do not populate with any data.
DC,DC059,char(1),char,1,Claim Line Type,"Claim Line Type Code. Report the Claim Line Type Code that defines the claim line status in terms of adjudication.
"
DC,DC060,varchar(35),varchar,35,Former Claim Number,"Previous Claim Number. Report the Claim Control Number (DC004) that was originally sent in a prior filing that this line corresponds to. When reported, this data cannot equal its own DC004."
DC,DC061,varchar(7),varchar,7,Principal Diagnosis Code,Principal ICD Diagnosis Code. Report the Principal ICD Diagnosis Code when applicable. 
DC,DC061A,varchar(7),varchar,7,Other Diagnosis Code - 1,Other ICD Diagnosis Code - 1. Report the Other ICD Diagnosis Code - 1 when applicable. 
DC,DC061B,varchar(7),varchar,7,Other Diagnosis Code - 2,Other ICD Diagnosis Code - 2. Report the Other ICD Diagnosis Code - 2 when applicable. 
DC,DC061C,varchar(7),varchar,7,Other Diagnosis Code - 3,Other ICD Diagnosis Code - 3. Report the Other ICD Diagnosis Code - 3 when applicable. 
DC,DC062,int,int,,ICD Indicator,International Classification of Diseases (ICD) Version Indicator. Report the value that defines whether the diagnoses on claim are ICD-9 or ICD-10.
DC,DC062A,varchar(4),varchar,4,Diagnostic Code Pointer,"Diagnostic Pointer Number. Report the placement number of the diagnosis(es) a procedure is related to for a professional claim. Can report up to four diagnostic positions within the first nine diagnoses that can be reported. Do not separate multiple mappings with spaces, zeros, or special characters. Do not zero fill."
DC,DC062B,varchar(15),varchar,15,Quantity,"Count of Services. Report the count of services / units of the procedure performed in DC032.

EXAMPLE: 01 = One procedure performed."
DC,DC063,int,int,,Denied Flag,Denied Claim Line Indicator. Report the denial status of the claim line.
DC,DC064,varchar(20),varchar,20,Denial Reason,"Denial Reason Code. Report the code that defines the reason for denial of the claim line. Either report the Claim Adjustment Reason Code or Carrier-defined Denial Reason Code. If Carrier-defined Reason Code is submitted, Carrier must submit all Denial Reason Codes in separate table to SHPDA. "
DC,DC065,int,int,,Payment Arrangement Type,Payment Arrangement Type. Report the value that defines the contracted payment methodology for this claim line.
DC,DC066,char(15),char,15,EUTF HB Number,EUTF HB Member Number. Report the EUTF HB Member Identification number as provided to Reporters. All numbers should start with HB and end with 7-digits. If not applicable do not report any value here.
DC,DC067,int,int,,APCD ID Code,Member Enrollment Type. Report the value that describes the member's / subscriber's enrollment into one of the predefined categories; aligns enrollment to appropriate editing and thresholds.
DC,DC068,int,int,,Claim Line Paid Flag,Claim Line Paid Indicator. Report the paid status of the claim line.
DC,DC069,varchar(20),varchar,20,Medicaid ID,Medicaid-Assigned Member ID. Report the unique ID that Medicaid uses to identify a member. This ID must be on all lines of eligibility for Med-QUEST and Medicaid MCOs. This element is required for Med-QUEST carriers only. Non-Med-QUEST carriers should not report any value here.
DC,DC899,char(2),char,2,Record Type,File Type Identifier. Report DC here. This validates the type of file and the data contained within the file. This must match HD004.
DC,DC999,bigint,bigint,,File ID,HHDC assigned ID of the file submitted by the payer.
MC,MC000,varchar(64),varchar,64,HHDC Beneficiary ID,Beneficiary ID defined and maintained by HHDC
MC,MC000A,varchar(64),varchar,64,HHDC Beneficiary Hash ID,Hash of all of the data elements used for member matching
MC,MC001,char(6),char,6,Submitter,Submitter ID. Report the SHPDA defined and maintained unique identifier. This must match the Submitter ID reported in HD002.
MC,MC002,int,int,,Health Plan ID,"CMS Health Plan ID (HPID). Do not report any value here until HPID is fully implemented. This is a unique identifier as outlined by the Centers for Medicare and Medicaid Services (CMS) for Plans or Sub plans. When implemented, this must match the CMS Health Plan ID reported in HD003."
MC,MC003,char(2),char,2,Insurance Type Code / Product,Insurance Type / Product Identification Code. Report the code that defines the type of insurance under which this Member's claim line was processed.
MC,MC004,varchar(35),varchar,35,Payer Claim Control Number,Payer Claim Control Number. Report the unique identifier used internally by the Reporter to track the claim. This number must apply to the entire claim.
MC,MC005,varchar(4),varchar,4,Line Counter,Service Line Number. Report the line number for this service within the claim. The Line Counter begins with 1 and is incremented by 1 for each additional service line of a claim. Do not start with 0 or include alphas or special characters.
MC,MC005A,varchar(4),varchar,4,Version Number,Line Version Number. Report the version number of this claim service line. The version number begins with 0 and is incremented by 1 for each subsequent version of that service line.
MC,MC006,varchar(30),varchar,30,Insured Group or Policy Number,Insured Group / Policy Number. Report the insured group or policy number associated with the group who has purchased the insurance. Do not report the number that uniquely identifies the Subscriber or Member.
MC,MC007,int,int,,Subscriber SSN,Subscriber's Social Security Number. Report the Subscriber's 9-digit SSN here. Do not use hyphen.
MC,MC008,varchar(30),varchar,30,Plan Specific Contract Number,Plan Specific Contract Number. Report the Reporter assigned contract number for the Subscriber. Do not include values in this element that will distinguish one Member of the family from another. This should be the contract number for the Subscriber and all of the dependents.
MC,MC009,varchar(20),varchar,20,Member Suffix or Sequence Number,Member's Sequence Number. Report the unique number of the Member within the contract.
MC,MC010,int,int,,Member SSN,Member's Social Security Number. Report the Member's 9-digit SSN. Do not use hyphen.
MC,MC011,char(2),char,2,Individual Relationship Code,Individual Relationship Code. Report the value that defines the Member's relationship to the Subscriber. EXAMPLE: 18 = Self.
MC,MC012,char(1),char,1,Member Gender,Member's Gender. Report the Member's gender as found on the claim in alpha format. EXAMPLE: F = Female.
MC,MC013,int,int,,Member Date of Birth,Member's Date of Birth. Report the date of birth of the Member in CCYYMMDD format.
MC,MC014,varchar(50),varchar,50,Filler,SHPDA reserves this field for future use. Do not populate this field with any data.
MC,MC015,char(2),char,2,Member State,Member's State / Province. Report the State of the Member's residence using the two-character abbreviation as defined by the United States Postal Service. 
MC,MC016,varchar(9),varchar,9,Member Zip Code,Member's Zip Code. Report the 5- or 9-digit Zip Code of the Member's residence as defined by the United States Postal Service. When submitting the 9-digit Zip Code do not include hyphen. 
MC,MC017,int,int,,Date Service Approved (AP Date),"Date Service Approved by Payer. Report the date that the payer approved this claim line for payment in CCYYMMDD format. This element was designed to capture date other than the Paid Date. If Approved Date and Paid Date are the same, then the date here should match Paid Date reported in MC089."
MC,MC018,int,int,,Admission Date,Inpatient Admit Date. Report the date of admission to a facility in CCYYMMDD Format. Only applies to institutional claims were Type of Bill (MC036) = an inpatient setting.
MC,MC019,int,int,,Admission Hour,"Admission Time. Report the Admission Time in HHMM Format. Only applies to institutional claims where Type of Bill (MC036) = an inpatient setting. Time is expressed in military time. If only the hour is known, code the minutes as 00."
MC,MC020,int,int,,Admission Type,Priority (Type) of Admission or Visit. Report Admission Type Code as it applies to institutional claims where Type of Bill (MC036) = an inpatient setting. This code indicates the type of admission into an inpatient setting. 
MC,MC021,char(5),char,5,Admission Source,Point of Origin for Admission or Visit. Report the Admission Source Code as it applies to institutional claims where Type of Bill (MC036) = an inpatient setting. This code indicates how the patient was referred into an inpatient setting at the facility. 
MC,MC022,int,int,,Discharge Hour,"Discharge Time. Report the Discharge Time in HHMM Format. Only applies to institutional claims where Type of Bill (MC036) = an inpatient setting. Time is expressed in military time. If only the hour is known, code the minutes as 00.

EXAMPLE: 5 AM = 0500; 5 PM = 1700."
MC,MC023,int,int,,Discharge Status,Inpatient Discharge Status Code. Report the appropriate Discharge Status Code of the Member. 
MC,MC024,varchar(30),varchar,30,Service Provider Number,"Service Provider's Identification Number. Report the Reporter assigned, unique Service Provider identification number used internally by the Reporter."
MC,MC025,int,int,,Service Provider Tax ID Number,Service Provider's EIN / Federal Tax ID Number. Report the EIN / Federal Tax ID of the Service Provider. Do not use hyphen or alpha prefix.
MC,MC026,int,int,,Service Provider NPI,Service Provider's National Provider Identifier. Report the National Provider Identifier (NPI) of the Service Provider. 
MC,MC027,int,int,,Service Provider Entity Type Qualifier,"Service Provider's Entity Type Qualifier Code. Report the value that defines the provider entity type. Only individuals should be identified with a 1; facilities, professional groups, and clinic sites should all be identified with a 2."
MC,MC028,varchar(25),varchar,25,Service Provider First Name,"Service Provider's First Name. Report the Service Provider's first name. If the Service Provider is a facility or organization, do not report any value here. First name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ?okinas, and kahak?s, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
MC,MC029,varchar(25),varchar,25,Service Provider Middle Name,"Service Provider's Middle Name or Initial. Report the Service Provider's middle name or initial here. If provider is a facility or organization, do not report any value here. If Service Provider's Middle Name is available, report middle name. Middle name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ?okinas, and kahak?s, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
MC,MC030,varchar(100),varchar,100,Service Provider Last Name or Organization Name,"Service Provider's Last Name or Organization Name. Report the name of the organization or the Service Provider's last name. MC027 determines if an Organization or Service Provider's name is reported here. Last name should exclude all punctuation, including but not limited to, hyphens, apostrophes, ?okinas, and kahak?s, and be reported in upper case. Name should be contracted where punctuation is removed, do not report spaces."
MC,MC031,int,int,,Service Provider Suffix,"Service Provider's Name Suffix. Report the individual's name-suffix when applicable here. Used to capture the generation of the individual clinician (e.g., Jr. Sr., III). Do not report degree acronyms here. EXAMPLE: 0 = Unknown / Not Applicable"
MC,MC032,varchar(10),varchar,10,Service Provider Taxonomy,"Service Provider's Taxonomy Code. Report the taxonomy code that defines this provider for this line of service. Taxonomy values allow for the reporting of nurses, assistants and laboratory technicians, where applicable, as well as physicians, medical groups, facilities, etc. "
MC,MC033,varchar(30),varchar,30,Service Provider City Name,Service Provider's City Name. Report the city name of the Service Provider's practice location.
MC,MC034,char(15),char,15,Service Provider State,Service Provider's State / Province. Report the State of the Service Provider's practice location using the two-character abbreviation as defined by the United States Postal Service. 
MC,MC035,varchar(9),varchar,9,Service Provider Zip Code,Service Provider's Zip Code. Report the 5- or 9-digit Zip Code of the Service Provider's practice location as defined by the United States Postal Service. When submitting the 9-digit Zip Code do not include hyphen. 
MC,MC036,int,int,,Type of Bill - Institutional,Type of Bill. Report the Type of Bill Code that defines the Type of Bill on an institutional claim. Do not report leading zero.  http://www.nubc.org/
MC,MC037,int,int,,Place of Service - Professional,Place of Service Code. Report the Place of Service Code that defines the location code where services were performed by the provider referenced on the claim. 
MC,MC038,int,int,,Claim Status,Claim Line Status Code. Report the Claim Line Status Code that defines the payment status of this claim line.
MC,MC039,varchar(7),varchar,7,Admitting Diagnosis,Admitting ICD Diagnosis Code. Report the Admitting Diagnosis Code assigned by provider that supported admission into the inpatient setting. 
MC,MC040,varchar(7),varchar,7,External Injury Code,ICD Diagnostic External Injury Code. Report the External Injury Code when appropriate to the claim. 
MC,MC041,varchar(7),varchar,7,Principal Diagnosis,Principal ICD Diagnosis Code. Report the Principal ICD Diagnosis Code. Do not code decimal point. 
MC,MC042,varchar(7),varchar,7,Other Diagnosis - 1,Other ICD Diagnosis Code - 1. Report the first secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC043,varchar(7),varchar,7,Other Diagnosis - 2,Other ICD Diagnosis Code - 2. Report the second secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC044,varchar(7),varchar,7,Other Diagnosis - 3,Other ICD Diagnosis Code - 3. Report the third secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC045,varchar(7),varchar,7,Other Diagnosis - 4,Other ICD Diagnosis Code - 4. Report the fourth secondary ICD Diagnosis Code. If not applicable do not report any value here. 
MC,MC046,varchar(7),varchar,7,Other Diagnosis - 5,Other ICD Diagnosis Code - 5. Report the fifth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC047,varchar(7),varchar,7,Other Diagnosis - 6,Other ICD Diagnosis Code - 6. Report the sixth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC048,varchar(7),varchar,7,Other Diagnosis - 7,Other ICD Diagnosis Code - 7. Report the seventh secondary ICD Diagnosis Code. If not applicable do not report any value here. 
MC,MC049,varchar(7),varchar,7,Other Diagnosis - 8,Other ICD Diagnosis Code - 8. Report the eighth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC050,varchar(7),varchar,7,Other Diagnosis - 9,Other ICD Diagnosis Code - 9. Report the ninth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC051,varchar(7),varchar,7,Other Diagnosis - 10,Other ICD Diagnosis Code - 10. Report the tenth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC052,varchar(7),varchar,7,Other Diagnosis - 11,Other ICD Diagnosis Code - 11. Report the eleventh secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC053,varchar(7),varchar,7,Other Diagnosis - 12,Other ICD Diagnosis Code - 12. Report the twelfth secondary ICD Diagnosis Code. If not applicable do not report any value here. Do not code decimal point. 
MC,MC054,int,int,,Revenue Code,"Revenue Code. Report the valid National Uniform Billing Committee Revenue Code. Code using leading zeroes, left-justified, and four digits. "
MC,MC055,varchar(5),varchar,5,Procedure Code,HCPCS / CPT Code. Report a valid Procedure code for the claim line as defined by MC130. 
MC,MC056,char(10),char,10,Procedure Modifier - 1,HCPCS / CPT Code Modifier - 1. Report a valid procedure modifier indicating that a service or procedure (MC055) has been altered by some specific circumstance but has not been changed in its definition or code. 
MC,MC057,char(2),char,2,Procedure Modifier - 2,HCPCS / CPT Code Modifier - 2. Report a valid procedure modifier indicating that a service or procedure (MC055) has been altered by some specific circumstance but has not been changed in its definition or code. 
MC,MC058,varchar(7),varchar,7,ICD Principal Procedure Code,ICD Principal Procedure Code. Report the Principal ICD Procedure Code for inpatient claims. Repeat this code on all lines of the inpatient claim it is applicable to. Do not code decimal point. 
MC,MC059,int,int,,Date of Service - From,Date of Service - From. Report the first date of service for the claim line in CCYYMMDD format.
MC,MC060,int,int,,Date of Service - Thru,"Date of Service - Thru. Report the last date of service for the claim line in CCYYMMDD format. For inpatient claims, the room and board line may or may not be equal to the discharge date. Procedures delivered during a visit should indicate which date they occurred."
MC,MC061,varchar(15),varchar,15,Quantity,Count of Services. Report the count of services / units performed. Use decimals when appropriate.
